type,release_year,rating,cluster,listed_in_0,listed_in_1,listed_in_2,listed_in_3,listed_in_4,listed_in_5,listed_in_6,listed_in_7,listed_in_8,listed_in_9,country_0,country_1,country_2,country_3,country_4,country_5,country_6,country_7,country_8,country_9,duration_numeric,year,month,day
0,2017.0,3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,94.0,2020,6,3
0,2020.0,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,83.0,2020,6,3
1,2019.0,6,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,2020,6,2
0,2008.0,6,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,106.0,2020,6,2
0,2006.0,6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,116.0,2020,6,2
0,2006.0,6,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,109.0,2020,6,2
0,2009.0,6,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,97.0,2020,6,2
0,2012.0,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,100.0,2020,6,2
0,2008.0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,116.0,2020,6,2
0,2004.0,6,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,111.0,2020,6,2
0,2020.0,8,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,24.0,2020,6,2
0,2006.0,7,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,95.0,2020,6,2
0,2011.0,6,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,135.0,2020,6,2
0,2019.0,4,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,95.0,2020,6,1
1,2017.0,14,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,2020,6,1
0,2020.0,6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,92.0,2020,6,1
0,2017.0,4,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,100.0,2020,6,1
1,2016.0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1.0,2020,6,1
0,2019.0,7,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,80.0,2020,6,1
1,2018.0,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,2020,6,1
1,2014.0,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,2020,6,1
0,2018.0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,98.0,2020,6,1
1,2017.0,4,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1.0,2020,6,1
1,2017.0,4,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1.0,2020,6,1
0,2017.0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,104.0,2020,6,1
0,2016.0,6,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,98.0,2020,6,1
0,2019.0,6,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,104.0,2020,5,31
0,2018.0,7,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,99.0,2020,5,29
0,2020.0,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,68.0,2020,5,29
1,2020.0,4,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1.0,2020,5,29
0,2017.0,4,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,106.0,2020,5,29
1,2018.0,4,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,2.0,2020,5,28
1,2020.0,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,2020,5,28
0,2014.0,6,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,71.0,2020,5,28
0,2015.0,6,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,80.0,2020,5,28
0,2020.0,4,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,116.0,2020,5,28
1,2016.0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4.0,2020,5,28
0,2019.0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,112.0,2020,5,27
0,2020.0,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,73.0,2020,5,26
0,2019.0,6,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,110.0,2020,5,25
1,2019.0,6,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,5.0,2020,5,25
0,2019.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,135.0,2020,5,25
1,2020.0,4,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0,2020,5,24
1,2019.0,6,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3.0,2020,5,23
0,2020.0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,128.0,2020,5,23
0,2020.0,4,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,93.0,2020,5,23
1,2020.0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,2020,5,22
0,2019.0,4,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,149.0,2020,5,22
0,2018.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,54.0,2020,5,22
0,2020.0,3,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,87.0,2020,5,22
1,2020.0,4,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,2.0,2020,5,22
0,2018.0,4,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,102.0,2020,5,21
0,2017.0,6,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,177.0,2020,5,21
0,2017.0,6,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,204.0,2020,5,21
0,2017.0,7,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,233.0,2020,5,21
0,2019.0,6,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,98.0,2020,5,21
1,2020.0,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1.0,2020,5,21
0,2017.0,6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,237.0,2020,5,21
0,2017.0,6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,230.0,2020,5,21
0,2017.0,6,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,173.0,2020,5,21
0,2017.0,6,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,195.0,2020,5,21
0,2017.0,6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,253.0,2020,5,21
0,2017.0,7,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,157.0,2020,5,21
0,2010.0,4,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,97.0,2020,5,20
0,2020.0,7,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,85.0,2020,5,20
1,2020.0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.0,2020,5,20
0,2014.0,4,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,94.0,2020,5,20
0,2010.0,6,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,80.0,2020,5,20
0,2020.0,4,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,94.0,2020,5,20
1,2020.0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1.0,2020,5,20
0,2020.0,4,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,92.0,2020,5,20
0,2006.0,7,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,105.0,2020,5,19
0,2009.0,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,120.0,2020,5,19
0,2012.0,6,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,96.0,2020,5,19
0,2007.0,6,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,107.0,2020,5,19
0,2008.0,7,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,93.0,2020,5,19
0,2009.0,6,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,101.0,2020,5,19
1,2020.0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2020,5,19
1,2020.0,6,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2020,5,19
0,2006.0,6,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,110.0,2020,5,19
0,2004.0,6,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,112.0,2020,5,19
0,2012.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,93.0,2020,5,19
0,2005.0,7,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,109.0,2020,5,19
0,2019.0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,105.0,2020,5,18
1,2020.0,7,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1.0,2020,5,18
1,2020.0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6.0,2020,5,17
0,2019.0,4,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,97.0,2020,5,17
1,2009.0,6,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1.0,2020,5,16
1,2009.0,6,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1.0,2020,5,16
1,2007.0,14,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,2020,5,15
0,2017.0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,91.0,2020,5,15
0,2019.0,4,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,88.0,2020,5,15
1,2020.0,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.0,2020,5,15
1,2019.0,7,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6.0,2020,5,15
1,2020.0,6,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3.0,2020,5,15
1,2014.0,4,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0,2020,5,15
1,2020.0,14,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,5.0,2020,5,15
1,2020.0,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1.0,2020,5,15
1,2019.0,4,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1.0,2020,5,15
1,2015.0,8,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,2.0,2020,5,15
1,2020.0,4,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1.0,2020,5,15
0,2018.0,6,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,109.0,2020,5,14
0,2019.0,6,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,118.0,2020,5,14
0,2018.0,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,109.0,2020,5,14
0,2020.0,4,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,131.0,2020,5,14
0,2017.0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,91.0,2020,5,14
0,2018.0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,152.0,2020,5,14
0,2018.0,6,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,67.0,2020,5,14
0,2018.0,7,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,72.0,2020,5,14
0,2012.0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83.0,2020,5,13
0,2020.0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90.0,2020,5,13
0,2019.0,6,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,106.0,2020,5,12
1,2020.0,8,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1.0,2020,5,12
0,2020.0,6,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,190.0,2020,5,12
0,2010.0,7,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,129.0,2020,5,11
0,2017.0,6,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,160.0,2020,5,11
1,2019.0,4,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,3.0,2020,5,11
0,2020.0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,86.0,2020,5,11
1,2020.0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,2020,5,11
0,2020.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92.0,2020,5,9
0,2020.0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,114.0,2020,5,8
1,2020.0,4,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2.0,2020,5,8
1,2020.0,6,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,2.0,2020,5,8
1,2020.0,4,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1.0,2020,5,8
1,2020.0,14,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,2.0,2020,5,8
0,2016.0,6,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,90.0,2020,5,7
0,2019.0,6,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,94.0,2020,5,7
1,2020.0,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,2.0,2020,5,7
0,2018.0,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,86.0,2020,5,7
0,2020.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,89.0,2020,5,6
0,2020.0,4,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,107.0,2020,5,6
0,2020.0,7,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,61.0,2020,5,5
0,2019.0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,93.0,2020,5,4
0,2020.0,4,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,81.0,2020,5,4
0,2019.0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,120.0,2020,5,3
1,2020.0,4,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1.0,2020,5,2
0,2019.0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,94.0,2020,5,2
0,2020.0,6,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,91.0,2020,5,2
1,2015.0,7,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,2020,5,2
1,2020.0,7,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,2020,5,2
0,2019.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,104.0,2020,5,2
0,2013.0,6,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,76.0,2020,5,2
0,2020.0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,90.0,2020,5,2
0,2020.0,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,103.0,2020,5,2
1,2015.0,7,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1.0,2020,5,2
1,2009.0,6,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2020,5,2
0,2020.0,3,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,122.0,2020,5,1
0,2018.0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,97.0,2020,5,1
0,2019.0,4,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,98.0,2020,5,1
0,2020.0,8,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,42.0,2020,5,1
1,2020.0,4,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,2020,5,1
0,2013.0,4,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,90.0,2020,5,1
0,2008.0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,91.0,2020,5,1
1,2019.0,8,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,4.0,2020,5,1
0,2012.0,6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,94.0,2020,5,1
1,2019.0,4,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,3.0,2020,5,1
1,2014.0,7,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.0,2020,5,1
0,2020.0,4,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,107.0,2020,5,1
1,2020.0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1.0,2020,5,1
0,2020.0,4,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,143.0,2020,5,1
1,2019.0,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0,2020,5,1
0,2020.0,2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,105.0,2020,5,1
0,2007.0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,116.0,2020,5,1
0,2020.0,8,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,23.0,2020,5,1
0,2020.0,8,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,23.0,2020,5,1
0,2020.0,8,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,23.0,2020,5,1
0,2017.0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,105.0,2020,5,1
0,2020.0,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,97.0,2020,4,30
1,2020.0,6,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,2020,4,30
1,2019.0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,7.0,2020,4,30
1,2019.0,7,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,5.0,2020,4,30
0,2020.0,6,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,105.0,2020,4,30
1,2020.0,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,2020,4,30
1,2020.0,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1.0,2020,4,30
0,2020.0,6,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,83.0,2020,4,29
0,2016.0,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,109.0,2020,4,29
1,2020.0,4,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1.0,2020,4,29
0,2019.0,6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,111.0,2020,4,29
0,2020.0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,97.0,2020,4,29
1,2020.0,4,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1.0,2020,4,29
0,2019.0,6,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,132.0,2020,4,29
1,2017.0,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0,2020,4,29
0,2006.0,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,102.0,2020,4,28
0,2016.0,4,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,107.0,2020,4,28
0,2008.0,4,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,100.0,2020,4,28
0,2011.0,6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,115.0,2020,4,28
0,2016.0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,104.0,2020,4,28
0,2017.0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,110.0,2020,4,28
0,2016.0,4,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,100.0,2020,4,28
0,2010.0,4,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,111.0,2020,4,28
0,2009.0,6,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,108.0,2020,4,28
0,2005.0,6,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,104.0,2020,4,28
0,2019.0,2,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,116.0,2020,4,28
0,2012.0,6,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,106.0,2020,4,28
0,2019.0,6,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,96.0,2020,4,27
0,2020.0,4,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,140.0,2020,4,27
0,2020.0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,107.0,2020,4,27
1,2020.0,7,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,2020,4,26
1,2020.0,4,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,4.0,2020,4,26
0,2020.0,6,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,138.0,2020,4,25
0,2010.0,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,132.0,2020,4,25
1,2017.0,6,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1.0,2020,4,25
0,2005.0,4,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,208.0,2020,4,25
0,2006.0,6,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,105.0,2020,4,25
0,2011.0,2,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,101.0,2020,4,25
0,2010.0,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,124.0,2020,4,25
0,2009.0,6,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,93.0,2020,4,25
0,2008.0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,110.0,2020,4,25
0,2009.0,6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,115.0,2020,4,25
1,2019.0,6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0,2020,4,25
1,2020.0,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2.0,2020,4,24
1,2011.0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0,2020,4,24
0,2019.0,6,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,107.0,2020,4,24
1,2020.0,4,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1.0,2020,4,24
0,2020.0,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,72.0,2020,4,24
1,2020.0,6,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1.0,2020,4,23
0,2016.0,4,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,107.0,2020,4,23
0,2019.0,6,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,95.0,2020,4,23
1,2020.0,4,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,2020,4,23
0,2019.0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,180.0,2020,4,23
0,2020.0,4,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,135.0,2020,4,23
1,2020.0,7,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,2020,4,22
0,2020.0,4,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,87.0,2020,4,22
