type,release_year,rating,cluster,listed_in_0,listed_in_1,listed_in_2,listed_in_3,listed_in_4,listed_in_5,listed_in_6,listed_in_7,listed_in_8,listed_in_9,country_0,country_1,country_2,country_3,country_4,country_5,country_6,country_7,country_8,country_9,duration_numeric,year,month,day
0,2019.0,4,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,91.0,2019,4,26
0,2019.0,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,122.0,2019,4,26
0,2018.0,7,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,125.0,2019,4,26
0,2019.0,6,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,49.0,2019,4,26
1,2019.0,7,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2019,4,26
1,2015.0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0,2019,4,25
0,2018.0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,168.0,2019,4,20
0,2019.0,4,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,98.0,2019,4,20
0,2019.0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,77.0,2019,4,19
1,2005.0,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1.0,2019,4,19
1,2019.0,4,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1.0,2019,4,19
0,2019.0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,102.0,2019,4,19
1,2017.0,4,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1.0,2019,4,19
1,2019.0,7,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1.0,2019,4,19
1,2019.0,4,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,2.0,2019,4,19
0,2019.0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,92.0,2019,4,19
0,2019.0,4,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,111.0,2019,4,19
0,2014.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,113.0,2019,4,17
0,2019.0,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,54.0,2019,4,17
0,2019.0,4,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,138.0,2019,4,17
0,2013.0,3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,123.0,2019,4,16
0,2019.0,8,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,59.0,2019,4,16
0,2017.0,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,102.0,2019,4,15
0,2005.0,6,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,141.0,2019,4,15
0,2018.0,4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,95.0,2019,4,15
0,2017.0,4,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,111.0,2019,4,15
0,2017.0,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,131.0,2019,4,15
0,2017.0,6,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,116.0,2019,4,15
0,2018.0,6,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,119.0,2019,4,15
0,2005.0,6,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,146.0,2019,4,15
0,2016.0,7,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,101.0,2019,4,15
0,2018.0,4,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,87.0,2019,4,14
1,2019.0,4,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,4.0,2019,4,13
0,2019.0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,94.0,2019,4,13
0,2014.0,4,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,133.0,2019,4,12
0,2013.0,4,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,135.0,2019,4,12
0,2019.0,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,61.0,2019,4,12
1,2019.0,4,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1.0,2019,4,12
0,2019.0,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,91.0,2019,4,12
1,2018.0,6,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,7.0,2019,4,11
1,2019.0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1.0,2019,4,11
0,2019.0,6,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,59.0,2019,4,10
0,2019.0,2,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,91.0,2019,4,10
1,2019.0,7,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2019,4,10
0,2018.0,6,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,131.0,2019,4,8
0,2019.0,6,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,170.0,2019,4,7
1,2017.0,4,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2019,4,7
0,2019.0,4,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,88.0,2019,4,5
1,2015.0,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,3.0,2019,4,5
1,2017.0,4,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2.0,2019,4,5
1,2019.0,7,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1.0,2019,4,5
0,2019.0,6,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,170.0,2019,4,5
1,2019.0,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1.0,2019,4,5
1,2017.0,7,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1.0,2019,4,5
1,2019.0,4,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,3.0,2019,4,5
1,2019.0,14,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,8.0,2019,4,5
1,2019.0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,2019,4,5
0,2019.0,6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,92.0,2019,4,5
1,2019.0,4,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1.0,2019,4,4
0,2019.0,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,59.0,2019,4,3
0,2018.0,4,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,126.0,2019,4,3
1,2018.0,6,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1.0,2019,4,3
0,2019.0,6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,120.0,2019,4,2
0,2015.0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,76.0,2019,4,2
0,2019.0,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,60.0,2019,4,2
1,2018.0,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0,2019,4,1
0,2016.0,6,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,103.0,2019,4,1
0,2018.0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,124.0,2019,4,1
1,2013.0,4,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1.0,2019,4,1
0,2017.0,4,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,91.0,2019,4,1
1,2019.0,6,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1.0,2019,4,1
0,2019.0,6,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,88.0,2019,3,31
0,2018.0,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,81.0,2019,3,31
1,2017.0,8,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1.0,2019,3,30
0,2019.0,6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,124.0,2019,3,29
0,2019.0,4,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,102.0,2019,3,29
1,2019.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0,2019,3,29
1,2019.0,4,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3.0,2019,3,29
0,2019.0,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,132.0,2019,3,29
0,2019.0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,87.0,2019,3,29
1,2018.0,6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0,2019,3,29
1,2019.0,4,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1.0,2019,3,29
1,2018.0,4,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,3.0,2019,3,29
1,2018.0,4,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,2.0,2019,3,28
0,2017.0,4,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,75.0,2019,3,27
0,2008.0,7,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,126.0,2019,3,27
0,2019.0,7,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,61.0,2019,3,26
0,2018.0,6,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,126.0,2019,3,25
1,2018.0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1.0,2019,3,25
0,2018.0,4,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,108.0,2019,3,24
0,2017.0,4,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,100.0,2019,3,23
1,2019.0,8,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,2019,3,22
1,2019.0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,2019,3,22
1,2019.0,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0,2019,3,22
0,2018.0,4,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,129.0,2019,3,22
0,2019.0,4,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,71.0,2019,3,22
1,2018.0,6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0,2019,3,22
0,2019.0,4,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,108.0,2019,3,22
1,2019.0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2019,3,22
0,2019.0,7,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,60.0,2019,3,21
1,2007.0,8,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1.0,2019,3,21
1,2019.0,6,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,2019,3,21
0,2014.0,6,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,105.0,2019,3,21
0,2016.0,6,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,115.0,2019,3,21
0,2016.0,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,118.0,2019,3,21
0,2016.0,4,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,130.0,2019,3,21
0,2016.0,7,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,115.0,2019,3,21
0,2019.0,4,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,69.0,2019,3,20
1,2018.0,6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0,2019,3,20
0,2018.0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,97.0,2019,3,20
1,2019.0,4,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,2019,3,20
0,2019.0,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,61.0,2019,3,19
0,2014.0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,92.0,2019,3,17
1,2019.0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1.0,2019,3,17
0,2018.0,4,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,108.0,2019,3,15
0,2017.0,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,104.0,2019,3,15
0,2019.0,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,65.0,2019,3,15
0,2018.0,3,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,106.0,2019,3,15
1,2018.0,4,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.0,2019,3,15
0,2006.0,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,69.0,2019,3,15
0,2011.0,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,97.0,2019,3,15
0,2012.0,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,80.0,2019,3,15
0,2008.0,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85.0,2019,3,15
0,2018.0,6,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,98.0,2019,3,15
1,2018.0,6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0,2019,3,15
0,2018.0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,115.0,2019,3,15
1,2018.0,14,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,2.0,2019,3,15
1,2019.0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0,2019,3,15
1,2019.0,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1.0,2019,3,15
0,2007.0,6,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,117.0,2019,3,14
0,2016.0,6,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,132.0,2019,3,14
0,2016.0,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,127.0,2019,3,14
0,2017.0,6,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,125.0,2019,3,14
0,2017.0,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,128.0,2019,3,14
1,2018.0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1.0,2019,3,13
1,2018.0,6,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1.0,2019,3,13
0,2019.0,3,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,126.0,2019,3,13
0,2019.0,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,58.0,2019,3,12
1,2018.0,6,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1.0,2019,3,11
1,2017.0,6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1.0,2019,3,11
1,2018.0,4,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3.0,2019,3,10
1,2018.0,6,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.0,2019,3,8
1,2018.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1.0,2019,3,8
0,2018.0,6,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,116.0,2019,3,8
1,2018.0,4,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1.0,2019,3,8
0,2019.0,4,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,90.0,2019,3,8
0,2019.0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,111.0,2019,3,8
1,2018.0,7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0,2019,3,8
0,2019.0,7,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,100.0,2019,3,8
0,2018.0,4,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,99.0,2019,3,7
0,2012.0,6,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,105.0,2019,3,7
0,2014.0,6,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,128.0,2019,3,7
0,2015.0,4,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,91.0,2019,3,7
0,2015.0,4,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,127.0,2019,3,7
1,2016.0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2019,3,6
1,2016.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2.0,2019,3,6
1,2017.0,4,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1.0,2019,3,5
0,2019.0,4,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,94.0,2019,3,5
0,2015.0,6,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,124.0,2019,3,4
0,2011.0,4,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,103.0,2019,3,4
0,2018.0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,118.0,2019,3,2
0,2018.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,162.0,2019,3,2
0,2018.0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,89.0,2019,3,2
0,2018.0,4,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,89.0,2019,3,1
0,2018.0,6,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,108.0,2019,3,1
0,2018.0,4,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,103.0,2019,3,1
1,2019.0,4,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0,2019,3,1
1,2019.0,14,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2019,3,1
1,2019.0,4,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,2019,3,1
1,2019.0,6,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1.0,2019,3,1
0,2014.0,4,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,87.0,2019,3,1
0,2018.0,6,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,93.0,2019,3,1
0,2012.0,4,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,90.0,2019,3,1
0,2018.0,6,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,131.0,2019,3,1
0,2019.0,7,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,114.0,2019,3,1
1,2018.0,6,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.0,2019,3,1
0,2018.0,4,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,107.0,2019,3,1
0,2008.0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,97.0,2019,3,1
0,2018.0,4,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,103.0,2019,3,1
0,2018.0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,125.0,2019,2,28
0,2015.0,4,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,130.0,2019,2,27
0,2015.0,6,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,119.0,2019,2,27
0,2014.0,7,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,110.0,2019,2,27
0,2017.0,6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,120.0,2019,2,27
0,2018.0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,102.0,2019,2,27
0,2013.0,6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,125.0,2019,2,27
0,2013.0,7,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,127.0,2019,2,27
0,2017.0,6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,121.0,2019,2,27
0,2014.0,6,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,113.0,2019,2,27
0,2015.0,4,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,118.0,2019,2,27
0,2012.0,4,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,132.0,2019,2,27
1,2018.0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2019,2,27
0,2006.0,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,61.0,2019,2,26
0,2018.0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,80.0,2019,2,25
0,2018.0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,110.0,2019,2,23
0,2016.0,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,70.0,2019,2,22
1,2019.0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6.0,2019,2,22
0,2019.0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,117.0,2019,2,22
0,2019.0,4,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,89.0,2019,2,22
0,2019.0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,84.0,2019,2,22
0,2018.0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,131.0,2019,2,22
1,2018.0,7,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,2.0,2019,2,22
1,2018.0,7,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,2.0,2019,2,22
0,2018.0,4,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,139.0,2019,2,21
0,2017.0,7,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,42.0,2019,2,20
0,2017.0,4,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,79.0,2019,2,20
0,2018.0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,96.0,2019,2,17
0,2015.0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,114.0,2019,2,16
0,2018.0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,99.0,2019,2,16
0,2018.0,4,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,111.0,2019,2,15
0,2017.0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,112.0,2019,2,15
0,2018.0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,96.0,2019,2,15
0,2012.0,4,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,103.0,2019,2,15
0,2017.0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,104.0,2019,2,15
0,2004.0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,102.0,2019,2,15
0,2012.0,6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,97.0,2019,2,15
1,2015.0,4,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1.0,2019,2,15
1,2019.0,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.0,2019,2,15
0,2018.0,6,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,132.0,2019,2,15
0,2006.0,4,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,120.0,2019,2,15
0,2017.0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,137.0,2019,2,15
1,2019.0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1.0,2019,2,15
0,2018.0,4,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,82.0,2019,2,15
