Unnamed: 0,type,release_year,rating,title,cluster,duration_numeric,year,month,day,country_0,country_1,country_2,country_3,country_4,country_5,country_6,country_7,country_8,country_9,listed_in_0,listed_in_1,listed_in_2,listed_in_3,listed_in_4,listed_in_5,listed_in_6,listed_in_7,listed_in_8,listed_in_9
50.0,1.0,0.5882352941176521,0.4615384615384616,Dharmakshetra,0.0,0.0,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
51.0,0.0,0.764705882352942,0.38461538461538464,InuYasha the Movie 2: The Castle Beyond the Looking Glass,1.0,0.3888888888888889,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
52.0,0.0,0.764705882352942,0.38461538461538464,InuYasha the Movie 3: Swords of an Honorable Ruler,1.0,0.3888888888888889,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
53.0,0.0,0.7274242120056158,0.4615384615384616,InuYasha the Movie 4: Fire on the Mystic Island,1.0,0.34523809523809523,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
54.0,0.0,0.764705882352942,0.4615384615384616,InuYasha the Movie: Affections Touching Across Time,1.0,0.39285714285714285,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
55.0,1.0,1.0,0.4615384615384616,Nailed It,0.0,0.01984126984126984,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
56.0,0.0,0.41176470588236214,0.38461538461538464,Naruto Shippuden the Movie: Blood Prison,1.0,0.4007936507936508,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
57.0,0.0,0.235294117647058,0.4615384615384616,Naruto Shippûden the Movie: Bonds,1.0,0.36507936507936506,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
58.0,0.0,0.29411764705882604,0.4615384615384616,Naruto Shippûden the Movie: The Will of Fire,1.0,0.376984126984127,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
59.0,0.0,0.17647058823530415,0.4615384615384616,Naruto Shippuden: The Movie,1.0,0.373015873015873,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
