cluster,PC1,PC2
0.0,-39.84108108840388,-115.14493667258091
0.0,-39.84005968512304,-115.14541716034319
1.0,-39.44066930603004,-115.13724348970422
1.0,-39.393725002983174,-115.13648774316376
1.0,-39.366806630307046,-116.14265207554347
1.0,-39.55542205305207,-116.13656606977875
1.0,-39.414107737778004,-116.13561003825549
1.0,-39.336422289892965,-116.14529369064027
1.0,-39.4290232288521,-117.13299214614098
0.0,-39.808023986162915,-117.14038224283563
1.0,-39.461534038227484,-117.13622422446494
1.0,-39.34983860115487,-117.1335246446433
1.0,-39.11744369468609,-118.12550773568711
1.0,-39.11284519380919,-118.12860953262509
0.0,-39.792709036196015,-118.15619974431888
0.0,-39.614865415212876,-118.1371394488308
1.0,-39.327871285602065,-118.13117680396726
1.0,-39.46092740132372,-118.13159122818774
0.0,-39.79556764290448,-118.1388161141877
1.0,-39.388405250103204,-119.13084514739475
1.0,-39.44927177788051,-119.13077420674853
0.0,-39.77948570004221,-119.1453067159506
1.0,-39.39055692656629,-119.13832046967454
1.0,-39.371967941993574,-120.12719419498586
1.0,-39.32623413391172,-120.15351937518076
1.0,-39.36313240603943,-122.12465994162088
0.0,-39.569041268483865,-122.12864070693729
0.0,-39.7293810571974,-122.12901705229882
0.0,-39.74056510654259,-122.13215464491768
0.0,-39.67779021364526,-122.12865497195921
0.0,-39.733676224467466,-122.13179729586133
1.0,-39.48178758341187,-122.1269327111843
0.0,-39.73764807860805,-122.13004393316932
1.0,-39.06711721223658,-123.1320734167293
1.0,-39.19260445155901,-123.15404302841456
1.0,-39.277737757951726,-123.15819412249962
1.0,-39.198954902535355,-123.13816843591913
1.0,-39.289305517710304,-123.15815560910698
1.0,-39.18158582789505,-123.1340418641633
1.0,-39.14428318337295,-123.152617448607
1.0,-39.2046462768251,-123.13614306822707
1.0,-39.332163138575815,-123.12163907844311
1.0,-39.285608534866086,-123.12577179574208
1.0,-39.17107565155794,-123.16118601322648
0.0,-39.70550074373793,-124.12512782820477
1.0,-39.354704085398,-125.11742944668157
1.0,-39.408962471244955,-125.11608519372467
0.0,-39.68109954491728,-125.12302562859448
0.0,-39.689226697692014,-125.12301559695857
1.0,-39.17258807406996,-126.1289053808861
1.0,-39.2636835764849,-126.12572846150053
1.0,-39.31848100812813,-127.12468887462057
0.0,-39.65175756152081,-127.144819119553
0.0,-39.663676178516255,-127.1222067569258
1.0,-39.270981372459126,-127.13939572431181
1.0,-39.32090094975797,-127.11936495757718
0.0,-39.65794024905031,-127.11433687631626
0.0,-39.652638705484776,-127.14106758514266
0.0,-39.64691910099968,-127.12012621816575
1.0,-39.17874599162217,-127.12240846556213
1.0,-39.294969293265034,-128.11358655429484
0.0,-39.60224035073707,-129.11712675966933
1.0,-39.32720519031648,-129.11155560839103
1.0,-39.13041964768116,-129.10482662785154
1.0,-39.264488004539224,-129.10365167711217
1.0,-39.24667797836103,-129.1079688533791
0.0,-39.62964494625524,-129.11249428170993
1.0,-39.171439333950985,-130.149654265484
0.0,-39.61594414683492,-130.11078117435292
1.0,-39.11620092763773,-130.1093686388704
1.0,-39.26482759513772,-130.13136485141004
0.0,-39.61737742236466,-130.1105792646954
1.0,-39.01157862791367,-130.101907206643
1.0,-39.229038960344376,-130.1070844602708
1.0,-39.24652728253403,-130.14984586777263
0.0,-39.605425358818216,-131.10619301365824
0.0,-39.599563219277634,-131.10646841758273
0.0,-39.59831829117095,-131.10965850359065
0.0,-39.60107246406096,-131.11070103536275
1.0,-39.30005945727098,-131.11420599112432
1.0,-39.22546990904294,-131.10109457978203
0.0,-39.574744267938655,-132.15880409669057
0.0,-39.58827479901139,-132.10860339653595
0.0,-39.52756930386048,-136.09601874901966
0.0,-39.526369362365436,-136.10318900694608
1.0,-38.919369985249965,-136.08673829793028
0.0,-39.52625447983592,-136.0985826873374
1.0,-39.192056412629626,-136.09313399436363
1.0,-38.93255453012321,-136.08999811495747
1.0,-39.13904278450751,-136.10678688822617
0.0,-39.521272688648,-136.10180723318177
1.0,-39.14794447845271,-137.0911718101904
1.0,-39.092100008134956,-137.09143553512476
0.0,-39.51302079075244,-137.09580708382825
1.0,-39.158450251411395,-137.08897054015975
1.0,-39.08989888052783,-137.11776012396896
1.0,-39.123491315643186,-137.08933964404685
0.0,-39.50593804534151,-137.0967629872353
1.0,-39.143292385270506,-138.0951101803272
1.0,-39.15009036230674,-138.09444391034347
0.0,-39.491956309711775,-138.09344100967817
1.0,-38.948678193739774,-138.08684134550825
1.0,-39.23443516687974,-139.08405238258888
1.0,-38.97042742631892,-139.08395988909635
1.0,-39.0930354378746,-139.0973560994957
0.0,-39.41971632495648,-139.08944020947996
0.0,-39.45871159257554,-140.08791590305293
1.0,-39.06164558427941,-140.08633599692655
0.0,-39.44659626898018,-141.09082942192654
1.0,-39.101289179442986,-141.08668933794226
0.0,-39.42780370785823,-141.09884717132437
0.0,-39.33619857368372,-141.08700817424474
0.0,-39.34016545382439,-141.08707202221663
1.0,-39.08199978969459,-141.0891051428759
0.0,-39.44852150361513,-141.09103851579
0.0,-39.43915867202746,-141.09330061345932
0.0,-39.44892823666985,-141.0911007115313
0.0,-39.448047092705885,-141.09485224594164
0.0,-39.443292733388446,-141.08626573200564
0.0,-39.40770550711943,-141.09090024693123
0.0,-39.450765884162735,-141.09215699488988
1.0,-39.03424798550015,-141.09260740559435
1.0,-39.0676075236216,-141.08813097866533
1.0,-39.11955705433025,-141.09014647710893
1.0,-38.90721833095949,-141.09090793602545
0.0,-39.438894218679934,-141.09440041315025
0.0,-39.4504211494981,-141.0859587148381
1.0,-38.983096171793626,-141.10858324523107
1.0,-39.014804748756085,-141.09095321058697
0.0,-39.44723214465115,-141.09499339742385
1.0,-39.019963909601785,-141.08045464535556
0.0,-39.905621230370315,-111.17076080234004
1.0,-39.378706628972225,-111.15980070623418
0.0,-39.90571051211227,-111.16205361586816
1.0,-39.53844978472431,-112.15857272278757
1.0,-39.515575429163064,-112.15115941401271
1.0,-39.4284621535801,-112.16162043808362
1.0,-39.51972285572598,-112.15419923266643
0.0,-39.88876346568672,-112.15779969563454
0.0,-39.865463241366044,-112.16020850019231
1.0,-39.42349202680637,-112.15063016099157
0.0,-39.87533081942072,-112.15946866514814
0.0,-39.88109523071355,-112.15876128066418
1.0,-39.51103503931587,-112.15072149437648
1.0,-39.437845250796755,-113.17521245700607
1.0,-39.434655972391155,-114.14735481037025
0.0,-39.65328573279856,-114.16488494870418
1.0,-39.4741433234075,-114.1744477684804
1.0,-39.44068391943778,-114.14814688045595
1.0,-39.40347660048658,-114.14832315677036
0.0,-39.84262876548347,-115.15280749026942
0.0,-39.83130022656988,-115.15269016491486
1.0,-39.46363395976621,-115.14522398743094
0.0,-39.639541855429705,-115.14909982893495
0.0,-39.82775105778628,-116.15143916994623
1.0,-39.20008227468031,-117.18003193769607
1.0,-39.390155369731616,-118.14568930756289
1.0,-39.32706696469435,-118.13720274578115
1.0,-39.4310488191543,-119.13854837846677
0.0,-39.77729826529409,-119.1414036882314
0.0,-39.78193979212565,-119.14453229515694
1.0,-39.3762079150663,-119.13222145725257
1.0,-39.43524906252369,-119.14531745913509
0.0,-39.780190944807394,-119.14221510453612
0.0,-39.78222476946944,-119.14414059636354
1.0,-39.354480820403055,-120.1466009040376
1.0,-39.41391882402126,-120.13502930651254
1.0,-39.34608452900327,-120.14036642113433
1.0,-39.31337742995075,-120.1358586215434
1.0,-39.28057280124684,-120.13949009947568
1.0,-39.31809439221226,-120.13682764040516
1.0,-39.449059141541774,-120.13602959460295
0.0,-39.54216159008494,-121.13402087688759
0.0,-39.74191082478197,-121.1390528370333
1.0,-39.25419875885223,-121.12966800991654
0.0,-39.55218971047729,-122.13500812241331
1.0,-39.32637207945201,-122.12978850978044
1.0,-39.2930737324895,-123.13673084845362
1.0,-39.26913629134819,-123.13899833827949
1.0,-39.30522111462376,-123.15104082982396
1.0,-39.32846363358079,-123.14909394431261
1.0,-39.30106015347478,-123.1371639954238
1.0,-39.34014966739131,-123.13593855139717
1.0,-39.43556994726323,-123.13800503440223
1.0,-39.38622559056685,-123.15714131603147
1.0,-39.40862453015385,-123.13934110395239
1.0,-39.28496726452942,-123.1384960588255
1.0,-39.33008232923494,-123.1747685538289
0.0,-39.71902813041053,-123.1339719500038
1.0,-39.29255793662042,-123.13688054602343
1.0,-39.32251379491077,-123.13347131114577
1.0,-39.34487904717468,-123.13823723887424
1.0,-39.31516913790873,-123.14280695774073
1.0,-39.32233508641356,-124.15732815485566
0.0,-39.70790071417537,-124.13307378567895
1.0,-39.35844181005091,-125.12505843262011
1.0,-39.24205707507252,-126.1261061219886
0.0,-39.67312397602688,-126.12921620448606
1.0,-39.25360206116168,-126.1371390793424
0.0,-39.673813406889956,-126.12524140548705
0.0,-39.67335134199994,-126.12593642729104
0.0,-39.668656150743544,-126.12818974953527
1.0,-39.15156812662032,-126.12036227524885
1.0,-39.33425962716834,-126.14339582475134
1.0,-39.26484483688235,-127.1210441713561
1.0,-39.345529981971886,-127.13662474277814
1.0,-39.2798023917588,-127.12794466392263
0.0,-39.64951380103654,-127.13259499832866
0.0,-39.64597133761322,-127.1397538930276
1.0,-39.184265587970266,-127.12866728427025
1.0,-39.311630123749794,-127.11534092553575
0.0,-39.63155311012394,-127.1779768447049
0.0,-39.654301710009435,-127.12565517946322
0.0,-39.48707472497763,-127.12309683571085
0.0,-39.659055301699325,-127.12752330134394
1.0,-39.241415072752105,-128.11783660983764
1.0,-39.32526463472011,-128.11836926305483
1.0,-39.20028873931196,-128.11357648599483
1.0,-39.15634894371778,-129.1297530839551
0.0,-39.44059550248964,-129.11927495294782
0.0,-39.627748921757586,-129.12175950529013
1.0,-38.95012479722013,-130.11975168893323
1.0,-39.07513713356921,-130.12431055758248
1.0,-39.04467036358416,-130.12942937878202
0.0,-39.60794477879206,-130.11923682231443
1.0,-39.001451685314365,-130.16315377901682
1.0,-38.985924854293415,-130.12195880158558
1.0,-39.25045613543623,-131.12164658381954
0.0,-39.567119798178204,-133.1109605059348
1.0,-39.05907887640978,-133.10485088292114
1.0,-39.16543061527027,-133.11188502305384
0.0,-39.46853792056479,-133.11172837996563
1.0,-39.06927069622868,-133.10399557442844
0.0,-39.56589860305975,-133.1129330740457
1.0,-39.154030035375996,-134.10302613663103
0.0,-39.556122284296684,-134.11069146762685
1.0,-39.12637622838515,-134.11534565090412
0.0,-39.557358853721595,-134.1091739361121
0.0,-39.52792120655084,-134.11126256852734
1.0,-39.11872793120754,-135.10121758272243
0.0,-39.53452458153286,-135.10734740106426
1.0,-39.13736804889618,-136.09905540738706
1.0,-39.16215791239724,-136.10285906703695
0.0,-39.391269350475824,-136.10450290077492
1.0,-39.197012617552055,-136.11198456222735
0.0,-39.50580127771587,-137.10306533992357
1.0,-39.151727940591286,-138.09720090274016
0.0,-39.29716576910493,-139.09392966371306
1.0,-39.016663332176655,-139.09653841440067
0.0,-39.47714029334096,-139.112260686544
0.0,-39.47802143730493,-139.10850915213368
1.0,-39.08061917451834,-140.10383284210246
0.0,-39.37567750010289,-140.09505840205253
0.0,-39.462733762153185,-140.1108138352144
0.0,-39.46369438914694,-140.09782695300498
0.0,-39.446406558627004,-140.13305746696187
1.0,-39.0319689081614,-140.08793318624657
1.0,-38.997408571631865,-140.08909807238106
1.0,-39.08876183163715,-140.09036637506352
1.0,-39.028005642018655,-140.09904219019418
1.0,-39.11424255880024,-140.09117568719034
1.0,-39.00939785630421,-140.0874503168637
1.0,-39.03971927095171,-141.08871814322575
1.0,-39.0752653201844,-141.09713301249246
1.0,-39.11289745443141,-141.09163945488336
1.0,-39.146583045237826,-141.1132413010854
0.0,-39.44935631440729,-141.0988601249227
0.0,-39.44522186694651,-141.09965258659977
0.0,-39.438479159838,-141.1087739469471
1.0,-38.885461434114504,-141.1000806383758
0.0,-39.44987022083694,-141.09033983495408
1.0,-39.06720180120538,-141.0927509969742
1.0,-39.03329536000375,-141.09919594658442
1.0,-39.14337436374429,-141.08988127131917
0.0,-39.4479971923784,-141.10088466766015
0.0,-39.44846011771549,-141.0942163476943
1.0,-39.092421026410165,-141.10334655999264
0.0,-39.447060607592775,-141.0947639386368
0.0,-39.437438659313536,-141.10104018544627
1.0,-39.0831021462956,-141.090143085763
1.0,-38.967513175063814,-141.08399647451654
1.0,-38.95074904479297,-141.0841233940487
0.0,-39.43103573177934,-141.1060816677384
0.0,-39.44760959054014,-141.1001486843448
1.0,-39.065634595524536,-141.0955017276735
0.0,-39.445540077515865,-141.09287708366827
1.0,-39.548718407403435,-112.16173992351635
0.0,-39.766227563738624,-112.16705947861523
0.0,-39.86931452292344,-112.20329968785407
0.0,-39.87657105913359,-112.16713813960446
0.0,-39.767793455288995,-112.16894946451539
1.0,-39.39521806859705,-112.15729009633274
0.0,-39.76895678681892,-112.16343769218852
0.0,-39.8576273730438,-112.16250848303923
1.0,-39.469029856099475,-113.18841100152395
1.0,-39.632267405993666,-113.15832331262615
1.0,-39.54841128790939,-113.1601008112682
1.0,-39.438013815578,-114.16577688908424
1.0,-39.43140380701839,-114.18316431263375
1.0,-39.264465144480305,-114.17536961728752
1.0,-39.3010801958285,-114.19858529801101
1.0,-39.33569962430068,-114.16551821694449
1.0,-39.38209379443139,-114.19689409206205
1.0,-39.270389245374126,-114.20203514250967
1.0,-39.16031018851158,-114.16267715213056
1.0,-39.32688482524644,-114.20466412574325
1.0,-39.247550581847584,-114.20175660161007
0.0,-39.85715423557361,-114.161139055803
0.0,-39.82570172547479,-115.16259115630277
0.0,-39.814897069864635,-116.1580806654519
1.0,-39.42564907249714,-116.17146332110227
0.0,-39.809970318413896,-117.15574169073139
0.0,-39.808554701209,-117.15406664368632
1.0,-39.34643858985459,-117.16145273028368
0.0,-39.80969463266383,-117.15582488369894
0.0,-39.80868285242049,-117.15510536110838
0.0,-39.63276357410136,-117.15566271201646
1.0,-39.274793836461356,-118.17452259010733
0.0,-39.7816543712477,-118.15168094387138
1.0,-39.28162857042118,-119.14261191552762
1.0,-39.42332878335981,-120.14377022110278
0.0,-39.76319932569397,-120.14739602417662
0.0,-39.668886001467875,-121.14599574826535
1.0,-39.324358227365884,-122.14589065438267
1.0,-39.21201301559468,-122.14940572421546
1.0,-39.232728560262,-122.14597342966455
1.0,-39.256529841106016,-122.14635651749586
1.0,-39.28341685812673,-122.1505549877094
1.0,-39.2329346973077,-122.13641802535597
1.0,-39.35085382051811,-122.15164040323148
1.0,-39.209670717039074,-122.13997209418592
1.0,-39.2435392072928,-123.16200614862734
1.0,-39.16395645053397,-123.15173064633086
0.0,-39.72542140356312,-123.14076494879883
1.0,-39.15313371591268,-123.15950094070571
1.0,-39.26998392002872,-123.15113463322767
1.0,-39.29766589512586,-123.1597102520297
1.0,-39.21943545068436,-124.13318604536403
0.0,-39.70126675862404,-124.14041566506671
0.0,-39.703035881084844,-124.13980483775299
0.0,-39.67993778280735,-124.1435032156722
1.0,-39.31104924931225,-124.12919328031415
1.0,-39.16082886639524,-125.15214611670083
0.0,-39.691158493260616,-125.1348265387108
1.0,-39.305265711502955,-125.13076411953956
1.0,-39.44551841648541,-125.13447371989656
1.0,-39.13765920628745,-125.14859738395965
1.0,-39.32554817178591,-125.13075758618427
0.0,-39.68592655705678,-125.13560988947995
0.0,-39.666493235628,-126.13458108988976
0.0,-39.673875755284435,-126.13497853600995
0.0,-39.67230739009502,-126.13242578835957
1.0,-39.39525659173055,-126.1341812916574
0.0,-39.668614225157675,-126.13533937962808
0.0,-39.67556804706153,-126.1356420149377
1.0,-39.11640151880209,-126.12578768914695
1.0,-39.294887031610656,-126.12853108802491
1.0,-39.293874836828635,-126.14177996400095
0.0,-39.629580630139344,-127.13254131807032
1.0,-39.33546668212526,-127.12598317734961
1.0,-39.40277605055157,-127.12601527919799
1.0,-39.301902419812855,-127.13806944601087
0.0,-39.65349185923781,-127.13346816608043
1.0,-39.2266626922667,-127.15067288742975
1.0,-39.283370216408784,-127.12622888576843
1.0,-39.08276263091244,-128.1269732784743
0.0,-39.597631879787414,-131.1215792628014
1.0,-39.18456077768779,-131.11680162488952
0.0,-39.593652661499846,-131.1216219905689
0.0,-39.5599070329523,-131.17302174382053
1.0,-39.17993782549364,-131.14112012986544
1.0,-39.22453947891058,-131.1188661954214
0.0,-39.595830959972105,-131.12140799062178
0.0,-39.59481136494305,-131.12278809397202
1.0,-39.317768035570275,-131.1382053641361
1.0,-39.04750871450579,-132.1228536828483
1.0,-38.95125100081444,-132.12100546036706
1.0,-39.114774230545855,-132.11987169280408
1.0,-39.131604368426004,-132.12023163162334
1.0,-39.194095170905484,-132.12337225267848
1.0,-39.06839011773723,-132.12649012571984
0.0,-39.56973809337287,-132.1223357896458
0.0,-39.58323811348857,-132.12211227142794
1.0,-39.05752191407171,-132.11742227974383
1.0,-39.20461342052842,-132.12142888660605
1.0,-39.02476129975195,-132.12808915974819
1.0,-39.02476129975195,-132.12808915974819
1.0,-39.210698139558225,-132.12463458497416
1.0,-39.1389130084071,-132.1238004580409
1.0,-39.1728880237609,-132.11560757271937
1.0,-39.111695531438855,-133.11354224802358
1.0,-39.181809905232676,-133.11192688613806
0.0,-39.56932314614645,-133.11997439230123
0.0,-39.565805513350256,-133.11971924002737
1.0,-39.13760833752384,-133.1099522627248
1.0,-39.18838966861653,-133.11388948202466
1.0,-39.15511235121868,-134.11006814819285
0.0,-39.553921859097954,-134.11536473905312
1.0,-39.19166282599237,-135.10787747297672
1.0,-39.13338347701597,-135.1448767102042
0.0,-39.53337876869376,-135.11317823319283
1.0,-39.08082296329223,-135.14573840006378
0.0,-39.50412776558091,-137.12108582338115
1.0,-39.115230975943604,-137.10388697238656
0.0,-39.492149926583636,-138.10734839886035
1.0,-38.948763989296005,-138.09868286704994
1.0,-39.11802896402065,-138.10315849724282
0.0,-39.48611300581633,-138.10837313438003
1.0,-39.11109782017023,-138.10379849019535
1.0,-39.0141501141415,-138.1184880611821
1.0,-39.22379024202758,-139.0966283025185
1.0,-39.182941075266754,-139.10529310187613
1.0,-39.115953204237236,-139.1010233094976
0.0,-39.47615683435934,-139.10499723660342
0.0,-39.46101942485584,-140.10432822329207
1.0,-39.084855689697854,-140.0965699858047
1.0,-39.042745674542275,-140.1394893374786
1.0,-39.08532286102064,-140.09846677978888
0.0,-39.463383504661685,-140.10162804793566
1.0,-39.05632134449575,-141.10074419646992
1.0,-38.991158184074706,-141.10958830389626
1.0,-39.15783438535633,-141.09544132298592
0.0,-39.439291964163694,-141.1121940726026
0.0,-39.44734451798074,-141.1020261866692
0.0,-39.42979940540932,-141.12936983641805
1.0,-38.998663243322376,-141.09704300027005
0.0,-39.44387841556088,-141.11877467603153
1.0,-39.15430896953299,-141.1132503254416
0.0,-39.4448400642282,-141.10145264667653
0.0,-39.43275655397892,-141.11050031304492
0.0,-39.446387820602126,-141.0992822254952
1.0,-39.066165060469935,-141.13043210132344
1.0,-38.99810323323394,-141.13939114242459
0.0,-39.42451919774771,-141.11275392465228
1.0,-38.82160489443372,-141.10310812356892
1.0,-39.00501721415718,-141.10125988191396
1.0,-38.98679727314526,-141.09562771706615
1.0,-39.05744193350662,-141.09433473059676
0.0,-39.44652184745279,-141.10752007280055
1.0,-39.019772341654416,-141.13039150912954
0.0,-39.44455006443721,-141.10142118297532
0.0,-39.34984962547596,-141.10122487826996
1.0,-39.455921876375484,-111.16999965359757
1.0,-39.51106019748468,-111.17093491106235
1.0,-39.48937621516224,-113.16564288680559
0.0,-39.84999218770896,-114.17171164269627
0.0,-39.85049043557547,-114.17009719002826
1.0,-39.42233754210117,-114.16164947599515
1.0,-39.46258726212478,-114.16096396020495
0.0,-39.833285236907955,-115.16661724697266
1.0,-39.421630675736864,-115.17166071404274
1.0,-39.483706103104176,-115.16111206572442
1.0,-39.38994514854006,-115.1739491400556
0.0,-39.82262104155536,-116.16494848635854
1.0,-39.44627113976149,-116.16120790950825
0.0,-39.68908549129956,-116.16338174763584
0.0,-39.82322619366126,-116.16504919696877
1.0,-39.39096802461697,-116.15759001234927
0.0,-39.810380318363066,-117.16308225476831
0.0,-39.80329282012395,-117.16397345230925
1.0,-39.347144162284565,-118.16778523025704
0.0,-39.76350198776029,-120.1565184716668
0.0,-39.757442044028394,-120.17975412249524
1.0,-39.35383564889718,-121.14954434767509
1.0,-39.42213433685223,-121.14616697775728
0.0,-39.74775082938581,-121.1542104612522
0.0,-39.7438068540374,-121.15299304396302
1.0,-39.333201649265874,-121.14560847889277
0.0,-39.734847961141206,-122.15123015396236
0.0,-39.66246945911348,-122.14940984739644
1.0,-39.24514477820623,-122.1480874648329
1.0,-39.33497388777687,-122.14384134160247
0.0,-39.71890652738113,-123.14959066819573
0.0,-39.7181768529215,-123.14903173619969
1.0,-39.43900785584431,-123.14421795646606
1.0,-39.31218927799289,-124.14427888503623
1.0,-39.39943598206891,-124.15040080289927
1.0,-39.280672986342445,-125.13335519273284
0.0,-39.68219253333209,-125.14480865262186
1.0,-39.33725232418732,-125.14242764745472
1.0,-39.031281106572294,-126.16334416793165
1.0,-39.25670435821435,-126.15770504540555
0.0,-39.67103954878256,-126.14287022614022
0.0,-39.65708349864975,-127.15217439930825
0.0,-39.6380146380008,-127.13678362292097
0.0,-39.649879601636876,-127.16154718713032
1.0,-38.83655695201053,-127.16904723361392
0.0,-39.630682879732454,-128.13486262514022
1.0,-39.40403565711269,-128.1328128268656
1.0,-39.27436343777906,-128.1328160412508
1.0,-39.22063160891657,-128.13593720180745
1.0,-39.35413647930769,-128.13459399500408
1.0,-39.18860416712272,-128.13175885589192
0.0,-39.641987379653884,-128.13784477142684
0.0,-39.641480363355235,-128.139376541722
0.0,-39.6277196187105,-128.1621126768024
0.0,-39.64112173659744,-128.14543167412035
1.0,-39.25221020650839,-129.1305289155536
1.0,-39.14194970585045,-129.14348228475086
1.0,-39.19820765248097,-129.15755589900522
0.0,-39.61073639183109,-130.13371395169582
1.0,-39.1573108082334,-130.1270531217846
1.0,-39.213755610179454,-131.14839848931794
0.0,-39.417337002995524,-131.1263313644848
0.0,-39.582005682162034,-132.12945077620205
0.0,-39.57708419348533,-132.13277337094826
1.0,-39.139012565393045,-132.12209011685385
1.0,-39.0988041105785,-134.12357501535578
0.0,-39.550218923536654,-134.13835962693153
1.0,-39.18731770903257,-134.11595555962438
1.0,-39.20441620116943,-135.11572247010236
0.0,-39.52694683406706,-135.1209527092572
0.0,-39.528645650524226,-135.12048550012318
0.0,-39.53825873198166,-135.12126969339437
1.0,-39.25806173617295,-135.12626897903303
0.0,-39.35216449509927,-135.12130381590435
0.0,-39.54043128951193,-135.1222669364347
0.0,-39.53866222200125,-135.12412739161962
0.0,-39.537179144581415,-135.12279408227457
1.0,-39.16090264146474,-135.1164119854794
0.0,-39.50005943807028,-136.13428699907968
1.0,-39.23536976579204,-136.11382385453393
0.0,-39.50810501983555,-136.11976312566543
1.0,-39.12587412444811,-137.1106581984074
1.0,-39.10150606399043,-137.1126179620075
0.0,-39.50688733127171,-137.11965160498306
0.0,-39.40753520356621,-138.11427572318306
1.0,-39.20458878868923,-138.11237594002495
0.0,-39.49645567905515,-138.11447580275478
1.0,-39.23175449926705,-138.1093867824106
0.0,-39.47358787759791,-139.11220812465177
1.0,-39.0884637144794,-140.1051526433723
1.0,-39.119840621662554,-141.1148174286904
0.0,-39.42328676642117,-141.1200924294264
0.0,-39.44251001126695,-141.10823080630593
0.0,-39.43986516324328,-141.13085832676884
1.0,-39.026994129546445,-141.10323647417118
0.0,-39.34465031400875,-141.10849953507218
0.0,-39.44172938161712,-141.1149458641148
1.0,-38.996451622262114,-141.11129428350733
0.0,-39.43438665452802,-141.15233999155302
0.0,-39.44214520651353,-141.10930084347143
1.0,-39.15621816309191,-141.10025170661706
1.0,-39.0457580882426,-141.10920938286705
0.0,-39.90254962047341,-111.1842899345318
1.0,-39.56769972167529,-111.17846267002213
1.0,-39.29617864549957,-111.17573598209975
1.0,-39.46387965466921,-111.17413693327399
0.0,-39.71928358649302,-111.1820693922204
0.0,-39.892837068945155,-111.18376480562029
0.0,-39.89327748377522,-111.18255238952848
1.0,-39.47058404950552,-112.1824343085516
0.0,-39.88551730875001,-112.18165198800132
1.0,-39.33083501352001,-112.17348068029249
0.0,-39.88512342991689,-112.18043183607188
1.0,-39.41367734789795,-113.18422289178042
1.0,-39.45963790166389,-113.17302690932178
1.0,-39.45105116176422,-113.17162197100114
1.0,-39.32220382750373,-113.17155277102175
0.0,-39.704539399763696,-113.17723780484562
1.0,-39.51432703723583,-113.17767484378214
0.0,-39.83593400040542,-114.17524703266854
1.0,-39.48323455598709,-116.1667194952465
0.0,-39.78573121535627,-116.1773362681869
1.0,-39.350210050736735,-117.16404335205016
1.0,-39.36661251937927,-117.16027672283985
1.0,-39.38712787548186,-117.17962223071208
1.0,-39.36736260889413,-118.16162187116589
0.0,-39.60993568990671,-118.16649346792724
1.0,-39.32956797482558,-118.16243055091873
1.0,-39.22972130478825,-118.15527732294794
1.0,-39.294417049675246,-118.158952778564
0.0,-39.792651965867684,-118.16708435846752
1.0,-39.2589719517516,-118.16012786961073
0.0,-39.773431820843854,-119.18327803144513
1.0,-39.41447118501353,-119.16047573277987
0.0,-39.654917320124,-119.16612136115592
0.0,-39.763099011621364,-120.16467560431647
0.0,-39.75339312684189,-120.16270197153189
1.0,-39.49175314787322,-120.16266309600027
1.0,-39.324444015615946,-121.15475032147435
1.0,-39.51121264652905,-121.1544409194369
0.0,-39.750071882241684,-121.15859288489446
0.0,-39.7105096499551,-123.1681541466984
1.0,-39.349331611863654,-124.15683350977015
0.0,-39.703075580726676,-124.15667396562665
0.0,-39.701408238064815,-124.15908725703187
0.0,-39.68716728682307,-125.153918777848
1.0,-39.284508886339864,-125.14619380511496
0.0,-39.68368354123648,-125.15202487210956
0.0,-39.68578841473349,-125.1492333698046
1.0,-39.3040788105045,-125.14758489880629
1.0,-39.309375757476566,-126.1434739586757
1.0,-39.258417053433156,-126.14792788468702
1.0,-39.26253882509127,-127.14223452646692
0.0,-39.65433258536642,-127.14622784326352
1.0,-39.38499781284763,-127.14273122996312
0.0,-39.656805742874525,-127.1475977008694
0.0,-39.65170272059031,-127.16162743669287
1.0,-39.23869975046839,-127.14726529179234
1.0,-39.29924858829018,-127.14193652886699
0.0,-39.63931171913793,-128.14416717928316
1.0,-39.39012778389144,-128.1358910898855
1.0,-39.29693612129296,-128.139364913391
1.0,-39.17370279001569,-131.14547879200967
0.0,-39.58419712881711,-132.13489912534502
0.0,-39.585039763086435,-132.1366061699394
1.0,-39.17251561048537,-132.1382812392664
0.0,-39.51040288905276,-132.1361392049402
0.0,-39.57951365204005,-132.13613085344002
1.0,-39.075090922015995,-132.12931440981066
0.0,-39.58266031717884,-132.13799812401652
1.0,-39.100533247352644,-132.13052743074962
0.0,-39.56486015744615,-133.13358618133338
0.0,-39.552743233902625,-133.13304500842503
0.0,-39.56894011285305,-133.13385973976787
1.0,-39.186627897279315,-134.1301572889114
1.0,-39.16475676350214,-134.12474103379728
0.0,-39.55061846658809,-134.1292546393856
1.0,-39.1822047402832,-134.13242643764534
1.0,-39.17821253133017,-135.1528225724067
1.0,-39.26588719039593,-135.12133884208185
1.0,-39.15995468070795,-136.12346845251463
1.0,-39.259752453061544,-136.12058793612715
1.0,-38.891504672694545,-137.14596436471135
1.0,-39.02979569736796,-137.15162799266923
1.0,-39.054262666179824,-137.14865492443948
1.0,-39.001439893549964,-137.1452107201216
1.0,-38.9403197420605,-137.14265642049517
1.0,-39.115306056849825,-137.13536837838302
1.0,-39.0113922208786,-137.1441282694576
1.0,-38.99012437706039,-137.13613341930318
1.0,-38.85147168094203,-137.13574254541678
1.0,-38.985924554061874,-137.1365239563956
1.0,-39.04923219884664,-137.14195646250104
0.0,-39.50326637620474,-137.12242277693534
